import time: self [us] | cumulative | imported package
import time:       890 |        890 |                                   sympy.polys.domains.expressiondomain
import time:       720 |        720 |                                   sympy.polys.domains.expressionrawdomain
import time:       701 |        701 |                                     sympy.polys.domains.pythonintegerring
import time:       703 |       1403 |                                   sympy.polys.domains.pythonfinitefield
import time:       760 |        760 |                                     sympy.polys.domains.gmpyintegerring
import time:       700 |       1459 |                                   sympy.polys.domains.gmpyfinitefield
import time:       981 |        981 |                                   sympy.polys.domains.pythonrationalfield
import time:      1112 |       1112 |                                   sympy.polys.domains.gmpyrationalfield
import time:      1134 |      40330 |                                 sympy.polys.domains
import time:       978 |      41308 |                               sympy.polys.constructor
import time:      1092 |       1092 |                               sympy.polys.fglmtools
import time:      1441 |       1441 |                               sympy.polys.groebnertools
import time:       826 |        826 |                               sympy.polys.rationaltools
import time:      4283 |      53296 |                             sympy.polys.polytools
import time:       734 |        734 |                                     sympy.ntheory.primetest
import time:      1044 |       1777 |                                   sympy.ntheory.generate
import time:      1187 |       1187 |                                     sympy.ntheory.digits
import time:       747 |        747 |                                     sympy.ntheory.ecm
import time:      1236 |       3169 |                                   sympy.ntheory.factor_
import time:       863 |        863 |                                       sympy.ntheory.modular
import time:       898 |        898 |                                       sympy.utilities.memoization
import time:      1022 |       2782 |                                     sympy.ntheory.residue_ntheory
import time:       779 |       3561 |                                   sympy.ntheory.partitions_
import time:       882 |        882 |                                   sympy.ntheory.multinomial
import time:       817 |        817 |                                   sympy.ntheory.continued_fraction
import time:       736 |        736 |                                   sympy.ntheory.egyptian_fraction
import time:      1069 |       1069 |                                   sympy.ntheory.qs
import time:       925 |      12933 |                                 sympy.ntheory
import time:      1809 |       1809 |                                   sympy.polys.compatibility
import time:       695 |        695 |                                   sympy.polys.heuristicgcd
import time:       945 |        945 |                                           sympy.printing.conventions
import time:       721 |        721 |                                           sympy.printing.precedence
import time:       758 |        758 |                                           sympy.printing.printer
import time:      1270 |       1270 |                                           sympy.printing.str
import time:       842 |        842 |                                               sympy.core.alphabets
import time:      2720 |       3561 |                                             sympy.printing.pretty.pretty_symbology
import time:       958 |       4519 |                                           sympy.printing.pretty.stringpict
import time:      2657 |      10868 |                                         sympy.printing.pretty.pretty
import time:       910 |      11778 |                                       sympy.printing.pretty
import time:      2597 |       2597 |                                       sympy.printing.latex
import time:      1516 |       1516 |                                       sympy.printing.mathml
import time:       850 |        850 |                                         sympy.printing.repr
import time:       772 |       1621 |                                       sympy.printing.python
import time:       924 |        924 |                                                   sympy.functions.combinatorial
import time:      2311 |       3234 |                                                 sympy.functions.combinatorial.factorials
import time:       894 |        894 |                                                     sympy.functions.elementary
import time:      1666 |       1666 |                                                       sympy.functions.elementary.miscellaneous
import time:      1298 |       1298 |                                                       sympy.functions.elementary.piecewise
import time:      2678 |       5640 |                                                     sympy.functions.elementary.complexes
import time:      2815 |       9349 |                                                   sympy.functions.elementary.exponential
import time:       878 |        878 |                                                   sympy.polys.appellseqs
import time:      6011 |      16237 |                                                 sympy.functions.combinatorial.numbers
import time:      1928 |       1928 |                                                   sympy.functions.elementary.integers
import time:       832 |        832 |                                                   sympy.functions.elementary._trigonometric_special
import time:      4090 |       6850 |                                                 sympy.functions.elementary.trigonometric
import time:      3406 |       3406 |                                                 sympy.functions.elementary.hyperbolic
import time:       823 |        823 |                                                   sympy.functions.special
import time:      2904 |       2904 |                                                   sympy.functions.special.hyper
import time:      3912 |       7638 |                                                 sympy.functions.special.error_functions
import time:      2539 |       2539 |                                                   sympy.functions.special.zeta_functions
import time:      2617 |       5156 |                                                 sympy.functions.special.gamma_functions
import time:      1839 |       1839 |                                                 sympy.functions.special.tensor_functions
import time:      1655 |       1655 |                                                       sympy.polys.polyquinticconst
import time:      1063 |       2718 |                                                     sympy.polys.polyroots
import time:      1296 |       4013 |                                                   sympy.functions.special.delta_functions
import time:      1151 |       5163 |                                                 sympy.functions.special.singularity_functions
import time:      2569 |       2569 |                                                       sympy.sets.sets
import time:      2946 |       2946 |                                                       sympy.sets.fancysets
import time:      1080 |       1080 |                                                       sympy.sets.contains
import time:      1013 |       1013 |                                                       sympy.sets.conditionset
import time:      1478 |       1478 |                                                       sympy.sets.ordinals
import time:      1030 |       1030 |                                                       sympy.sets.powerset
import time:       804 |        804 |                                                         sympy.sets.handlers
import time:      2651 |       3454 |                                                       sympy.sets.handlers.comparison
import time:       920 |      14488 |                                                     sympy.sets
import time:        72 |      14560 |                                                   sympy.sets.sets
import time:       869 |      15428 |                                                 sympy.functions.special.bsplines
import time:       748 |        748 |                                                   sympy.polys.orthopolys
import time:      4357 |       5104 |                                                 sympy.functions.special.bessel
import time:      3026 |       3026 |                                                 sympy.functions.special.polynomials
import time:      1320 |       1320 |                                                 sympy.functions.special.spherical_harmonics
import time:      1552 |       1552 |                                                 sympy.functions.special.elliptic_integrals
import time:      1260 |       1260 |                                                 sympy.functions.special.beta_functions
import time:      1310 |       1310 |                                                 sympy.functions.special.mathieu_functions
import time:      1465 |      79980 |                                               sympy.functions
import time:        68 |      80048 |                                             sympy.functions.elementary
import time:        78 |      80125 |                                           sympy.functions.elementary.complexes
import time:      1553 |      81678 |                                         sympy.printing.codeprinter
import time:      1856 |      83534 |                                       sympy.printing.pycode
import time:      1352 |       1352 |                                         sympy.assumptions.relation.equality
import time:      1363 |       2714 |                                       sympy.printing.smtlib
import time:      1486 |       1486 |                                       sympy.printing.glsl
import time:      1020 |       1020 |                                       sympy.printing.rcode
import time:       790 |        790 |                                       sympy.printing.jscode
import time:       925 |        925 |                                       sympy.printing.julia
import time:      1132 |       1132 |                                       sympy.printing.mathematica
import time:      1321 |       1321 |                                       sympy.printing.octave
import time:       956 |        956 |                                         sympy.utilities.mathml
import time:       741 |       1696 |                                       sympy.printing.gtk
import time:      1038 |       1038 |                                       sympy.printing.preview
import time:       752 |        752 |                                       sympy.printing.tree
import time:       879 |        879 |                                       sympy.printing.tableform
import time:       751 |        751 |                                       sympy.printing.dot
import time:       878 |        878 |                                       sympy.printing.maple
import time:      1129 |     117549 |                                     sympy.printing
import time:       679 |     118227 |                                   sympy.printing.defaults
import time:       763 |        763 |                                   sympy.utilities.magic
import time:     53655 |     175148 |                                 sympy.polys.rings
import time:       816 |     188896 |                               sympy.polys.specialpolys
import time:      1234 |     190129 |                             sympy.polys.polyfuncs
import time:       962 |        962 |                                   sympy.polys.puiseux
import time:       949 |       1910 |                                 sympy.polys.ring_series
import time:      2296 |       2296 |                                 sympy.polys.rootoftools
import time:      1100 |       5306 |                               sympy.polys.numberfields.minpoly
import time:      1283 |       1283 |                               sympy.polys.numberfields.subfield
import time:       845 |        845 |                                       sympy.polys.matrices.exceptions
import time:       725 |        725 |                                       sympy.polys.matrices.domainscalar
import time:       999 |        999 |                                           sympy.polys.matrices._typing
import time:       913 |       1912 |                                         sympy.polys.matrices.dense
import time:       808 |        808 |                                         sympy.polys.matrices.lll
import time:      1154 |       1154 |                                         sympy.polys.matrices.sdm
import time:       657 |        657 |                                         sympy.polys.matrices.dfm
import time:      1086 |       5615 |                                       sympy.polys.matrices.ddm
import time:       731 |        731 |                                       sympy.polys.matrices.rref
import time:      1927 |       9841 |                                     sympy.polys.matrices.domainmatrix
import time:       975 |      10816 |                                   sympy.polys.matrices
import time:        69 |      10885 |                                 sympy.polys.matrices.exceptions
import time:      1200 |       1200 |                                   sympy.printing.numpy
import time:       864 |       2064 |                                 sympy.printing.lambdarepr
import time:      1114 |      14062 |                               sympy.polys.numberfields.utilities
import time:      1035 |       1035 |                                   sympy.polys.matrices.normalforms
import time:       959 |        959 |                                   sympy.polys.numberfields.exceptions
import time:      1699 |       3692 |                                 sympy.polys.numberfields.modules
import time:       724 |       4416 |                               sympy.polys.numberfields.basis
import time:      1159 |       1159 |                               sympy.polys.numberfields.primes
import time:       934 |        934 |                                 sympy.polys.numberfields.galois_resolvents
import time:       849 |       1782 |                               sympy.polys.numberfields.galoisgroups
import time:      1563 |      29568 |                             sympy.polys.numberfields
import time:       863 |        863 |                                 sympy.matrices.exceptions
import time:      1022 |       1022 |                                 sympy.matrices.kind
import time:       704 |        704 |                                     sympy.matrices.utilities
import time:       824 |        824 |                                     sympy.matrices.determinant
import time:       899 |       2427 |                                   sympy.matrices.decompositions
import time:      3204 |       3204 |                                         sympy.tensor.indexed
import time:      1022 |       1022 |                                         sympy.tensor.index_methods
import time:       845 |        845 |                                         sympy.tensor.functions
import time:       995 |        995 |                                               sympy.tensor.array.ndim_array
import time:       724 |       1719 |                                             sympy.tensor.array.mutable_ndim_array
import time:      1290 |       3008 |                                           sympy.tensor.array.dense_ndim_array
import time:       866 |        866 |                                           sympy.tensor.array.sparse_ndim_array
import time:       816 |        816 |                                           sympy.tensor.array.arrayop
import time:       978 |        978 |                                           sympy.tensor.array.array_comprehension
import time:       785 |       6451 |                                         sympy.tensor.array
import time:      1135 |      12656 |                                       sympy.tensor
import time:        68 |      12723 |                                     sympy.tensor.array
import time:       730 |        730 |                                     sympy.matrices.reductions
import time:       988 |        988 |                                                   sympy.polys.agca.ideals
import time:      2089 |       3076 |                                                 sympy.polys.agca.modules
import time:      1096 |       4172 |                                               sympy.polys.agca.homomorphisms
import time:       714 |       4885 |                                             sympy.polys.agca
import time:      1010 |       5895 |                                           sympy.polys.agca.extensions
import time:       747 |       6642 |                                         sympy.polys.matrices.eigen
import time:      1002 |       7643 |                                       sympy.matrices.eigen
import time:       836 |       8479 |                                     sympy.matrices.solvers
import time:       814 |        814 |                                     sympy.matrices.inverse
import time:       764 |        764 |                                     sympy.matrices.subspaces
import time:       749 |        749 |                                     sympy.matrices.graph
import time:      3465 |      27721 |                                   sympy.matrices.matrixbase
import time:      1055 |       1055 |                                   sympy.matrices.repmatrix
import time:      1034 |      32236 |                                 sympy.matrices.dense
import time:       811 |        811 |                                 sympy.matrices.sparse
import time:       747 |        747 |                                 sympy.matrices.sparsetools
import time:       889 |        889 |                                               sympy.strategies.util
import time:      1692 |       2580 |                                             sympy.strategies.rl
import time:       793 |        793 |                                               sympy.strategies.core
import time:       875 |       1668 |                                             sympy.strategies.traverse
import time:       704 |        704 |                                             sympy.strategies.tools
import time:       655 |        655 |                                                 sympy.strategies.branch.core
import time:       820 |       1475 |                                               sympy.strategies.branch.traverse
import time:       620 |        620 |                                               sympy.strategies.branch.tools
import time:       777 |       2871 |                                             sympy.strategies.branch
import time:       962 |       8783 |                                           sympy.strategies
import time:       707 |        707 |                                           sympy.matrices.expressions._shape
import time:      1371 |       1371 |                                               sympy.matrices.expressions.special
import time:       870 |       2240 |                                             sympy.matrices.expressions.matpow
import time:       811 |       3050 |                                           sympy.matrices.expressions.inverse
import time:       881 |        881 |                                           sympy.matrices.expressions.transpose
import time:      1164 |       1164 |                                           sympy.matrices.expressions.permutation
import time:      1074 |      15656 |                                         sympy.matrices.expressions.matmul
import time:      1000 |       1000 |                                         sympy.matrices.expressions.matadd
import time:      1094 |       1094 |                                         sympy.matrices.expressions.determinant
import time:      2336 |      20085 |                                       sympy.matrices.expressions.matexpr
import time:      1096 |      21180 |                                     sympy.matrices.expressions.slice
import time:      1068 |       1068 |                                       sympy.matrices.expressions.trace
import time:      2304 |       3371 |                                     sympy.matrices.expressions.blockmatrix
import time:       880 |        880 |                                     sympy.matrices.expressions.companion
import time:       906 |        906 |                                     sympy.matrices.expressions.funcmatrix
import time:      1066 |       1066 |                                     sympy.matrices.expressions.adjoint
import time:      1175 |       1175 |                                     sympy.matrices.expressions.hadamard
import time:      1265 |       1265 |                                     sympy.matrices.expressions.diagonal
import time:       801 |        801 |                                     sympy.matrices.expressions.dotproduct
import time:      1038 |       1038 |                                     sympy.matrices.expressions.kronecker
import time:       792 |        792 |                                     sympy.matrices.expressions.sets
import time:       942 |      33410 |                                   sympy.matrices.expressions
import time:      1890 |      35299 |                                 sympy.matrices.immutable
import time:       899 |      71874 |                               sympy.matrices
import time:      1082 |      72956 |                             sympy.polys.partfrac
import time:      1451 |       1451 |                             sympy.polys.fields
import time:      1296 |     348694 |                           sympy.polys
import time:      2008 |       2008 |                             sympy.series.order
import time:       859 |        859 |                                   sympy.calculus.euler
import time:       777 |        777 |                                   sympy.calculus.singularities
import time:      1127 |       1127 |                                   sympy.calculus.finite_diff
import time:      1573 |       1573 |                                     sympy.calculus.accumulationbounds
import time:      1458 |       3030 |                                   sympy.calculus.util
import time:       890 |       6682 |                                 sympy.calculus
import time:        62 |       6744 |                               sympy.calculus.accumulationbounds
import time:       924 |        924 |                               sympy.series.gruntz
import time:      1765 |       9432 |                             sympy.series.limits
import time:       939 |        939 |                             sympy.series.series
import time:       919 |        919 |                             sympy.series.approximants
import time:      1108 |       1108 |                             sympy.series.residues
import time:      2997 |       2997 |                             sympy.series.sequences
import time:      1181 |       1181 |                               sympy.series.series_class
import time:      2471 |       3652 |                             sympy.series.fourier
import time:       991 |        991 |                                   sympy.discrete.transforms
import time:       716 |        716 |                                   sympy.discrete.convolutions
import time:       798 |       2504 |                                 sympy.discrete
import time:        62 |       2566 |                               sympy.discrete.convolutions
import time:      2238 |       4803 |                             sympy.series.formal
import time:      1070 |       1070 |                             sympy.series.limitseq
import time:      1827 |      28750 |                           sympy.series
import time:      1170 |       1170 |                                 sympy.concrete.expr_with_limits
import time:       819 |       1989 |                               sympy.concrete.expr_with_intlimits
import time:       707 |        707 |                                 sympy.concrete.gosper
import time:       872 |        872 |                                       sympy.integrals.rationaltools
import time:       821 |        821 |                                       sympy.integrals.deltafunctions
import time:      1796 |       1796 |                                       sympy.integrals.meijerint
import time:       779 |        779 |                                       sympy.integrals.trigonometry
import time:      1608 |       5874 |                                     sympy.integrals.integrals
import time:       660 |        660 |                                             sympy.polys.domainmatrix
import time:       913 |       1573 |                                           sympy.polys.solvers
import time:       718 |       2291 |                                         sympy.polys.matrices.linsolve
import time:      1719 |       4009 |                                       sympy.integrals.laplace
import time:      2811 |       6819 |                                     sympy.integrals.transforms
import time:       753 |        753 |                                     sympy.integrals.singularityfunctions
import time:       765 |      14210 |                                   sympy.integrals
import time:        44 |      14253 |                                 sympy.integrals.integrals
import time:      1211 |      16170 |                               sympy.concrete.summations
import time:      1501 |      19659 |                             sympy.concrete.products
import time:       847 |      20506 |                           sympy.concrete
import time:      1500 |       1500 |                                 sympy.simplify.gammasimp
import time:      1029 |       2529 |                               sympy.simplify.combsimp
import time:       996 |        996 |                               sympy.simplify.cse_opts
import time:       929 |        929 |                                 sympy.simplify.powsimp
import time:      2043 |       2971 |                               sympy.simplify.hyperexpand
import time:       992 |        992 |                                 sympy.simplify.sqrtdenest
import time:      1002 |       1994 |                               sympy.simplify.radsimp
import time:      1229 |       1229 |                                 sympy.simplify.cse_main
import time:       913 |        913 |                                 sympy.strategies.tree
import time:      1470 |       3612 |                               sympy.simplify.trigsimp
import time:      1895 |      13994 |                             sympy.simplify.simplify
import time:      1576 |       1576 |                             sympy.simplify.fu
import time:      1069 |       1069 |                             sympy.simplify.epathtools
import time:      1042 |       1042 |                             sympy.simplify.ratsimp
import time:      1376 |      19054 |                           sympy.simplify
import time:      1088 |       1088 |                               sympy.solvers.polysys
import time:       869 |        869 |                               sympy.solvers.bivariate
import time:      2452 |       4409 |                             sympy.solvers.solvers
import time:      1393 |       1393 |                                   sympy.solvers.solveset
import time:      1838 |       3231 |                                 sympy.solvers.diophantine.diophantine
import time:       813 |       4043 |                               sympy.solvers.diophantine
import time:       120 |       4163 |                             sympy.solvers.diophantine.diophantine
import time:      1569 |       1569 |                             sympy.solvers.recurr
import time:       627 |        627 |                                 sympy.solvers.deutils
import time:       741 |        741 |                                   sympy.solvers.ode.riccati
import time:       799 |        799 |                                   sympy.solvers.ode.hypergeometric
import time:       917 |        917 |                                     sympy.solvers.ode.subscheck
import time:      1222 |       2139 |                                   sympy.solvers.ode.nonhomogeneous
import time:      1384 |       1384 |                                     sympy.solvers.pde
import time:       976 |       2360 |                                   sympy.solvers.ode.lie_group
import time:      1916 |       7953 |                                 sympy.solvers.ode.single
import time:      1596 |      10176 |                               sympy.solvers.ode.ode
import time:      1174 |       1174 |                               sympy.solvers.ode.systems
import time:      1364 |      12713 |                             sympy.solvers.ode
import time:      1223 |       1223 |                             sympy.solvers.inequalities
import time:      1220 |       1220 |                             sympy.solvers.decompogen
import time:      1704 |       1704 |                             sympy.solvers.simplex
import time:      1071 |      28069 |                           sympy.solvers
import time:       635 |        635 |                               sympy.geometry.exceptions
import time:      6736 |       6736 |                                 sympy.sets.handlers.intersection
import time:      3374 |       3374 |                                 sympy.sets.handlers.union
import time:      2386 |      12495 |                               sympy.geometry.entity
import time:      1843 |      14971 |                             sympy.geometry.point
import time:       753 |        753 |                               sympy.geometry.util
import time:      2660 |       3413 |                             sympy.geometry.line
import time:      1271 |       1271 |                             sympy.geometry.plane
import time:      2058 |       2058 |                               sympy.geometry.polygon
import time:      1511 |       3569 |                             sympy.geometry.ellipse
import time:      1484 |       1484 |                             sympy.geometry.curve
import time:      1148 |       1148 |                             sympy.geometry.parabola
import time:      1166 |      27020 |                           sympy.geometry
import time:      1719 |       1719 |                             sympy.parsing.sympy_parser
import time:       814 |       2532 |                           sympy.parsing
import time:      1543 |       1543 |                             sympy.algebras.quaternion
import time:       836 |       2379 |                           sympy.algebras
import time:       620 |        620 |                                 sympy.plotting.backends
import time:       684 |        684 |                                   sympy.plotting.utils
import time:       709 |        709 |                                       sympy.plotting.intervalmath.interval_membership
import time:       887 |       1596 |                                     sympy.plotting.intervalmath.interval_arithmetic
import time:       978 |        978 |                                     sympy.plotting.intervalmath.lib_interval
import time:       741 |       3314 |                                   sympy.plotting.intervalmath
import time:      1812 |       5809 |                                 sympy.plotting.series
import time:       964 |       7392 |                               sympy.plotting.backends.base_backend
import time:      1066 |       1066 |                                 sympy.plotting.backends.matplotlibbackend.matplotlib
import time:       798 |       1863 |                               sympy.plotting.backends.matplotlibbackend
import time:       638 |        638 |                                   sympy.plotting.textplot
import time:      1061 |       1699 |                                 sympy.plotting.backends.textbackend.text
import time:       780 |       2478 |                               sympy.plotting.backends.textbackend
import time:       732 |        732 |                               sympy.plotting.plotgrid
import time:      1419 |      13883 |                             sympy.plotting.plot
import time:      1164 |       1164 |                             sympy.plotting.plot_implicit
import time:      1035 |       1035 |                             sympy.plotting.pygletplot
import time:       844 |      16925 |                           sympy.plotting
import time:      1208 |       1208 |                             sympy.interactive.printing
import time:      1059 |       1059 |                             sympy.interactive.session
import time:       967 |        967 |                             sympy.interactive.traversal
import time:       848 |       4081 |                           sympy.interactive
import time:      4174 |     660798 |                         sympy
import time:      2979 |       2979 |                         torch.fx.experimental.recording
import time:      1055 |       1055 |                           torch.utils._sympy
import time:      1876 |       1876 |                           torch.utils._sympy.numbers
import time:     13741 |      16672 |                         torch.utils._sympy.functions
import time:      1673 |       1673 |                         torch.utils._sympy.printers
import time:      2078 |       2078 |                         torch.utils._sympy.singleton_int
import time:      1024 |       1024 |                         torch.utils._sympy.solve
import time:      1027 |       1027 |                         torch.utils._sympy.symbol
import time:       889 |        889 |                           torch.utils._sympy.interp
import time:      2295 |       3183 |                         torch.utils._sympy.value_ranges
import time:     21134 |     710564 |                       torch.fx.experimental.symbolic_shapes
import time:      1061 |       1061 |                       torch._dynamo.metrics_context
import time:       852 |        852 |                       torch.utils._triton
import time:       719 |        719 |                       torch._dynamo.graph_utils
import time:       986 |        986 |                             torch._numpy._casting_dicts
import time:      1112 |       2098 |                           torch._numpy._dtypes_impl
import time:      1477 |       1477 |                           torch._numpy._util
import time:      1151 |       1151 |                             torch._numpy._dtypes
import time:      2169 |       3320 |                           torch._numpy._normalizations
import time:      1495 |       8388 |                         torch._numpy.fft
import time:       924 |        924 |                         torch._numpy.linalg
import time:      1237 |       1237 |                         torch._numpy.random
import time:      1952 |       1952 |                           torch._numpy._funcs_impl
import time:      1576 |       1576 |                           torch._numpy._reductions_impl
import time:      2250 |       5777 |                         torch._numpy._funcs
import time:       862 |        862 |                         torch._numpy._getlimits
import time:       934 |        934 |                             torch._numpy._binary_ufuncs_impl
import time:      1599 |       1599 |                             torch._numpy._unary_ufuncs_impl
import time:      4730 |       7262 |                           torch._numpy._ufuncs
import time:      1765 |       9027 |                         torch._numpy._ndarray
import time:      1087 |      27299 |                       torch._numpy
import time:      1306 |       1306 |                         numpy.fft._helper
import time:       891 |        891 |                           numpy.fft._pocketfft_umath
import time:      1365 |       2255 |                         numpy.fft._pocketfft
import time:      1018 |       1018 |                         numpy.fft.helper
import time:      2177 |       6755 |                       numpy.fft
import time:      1379 |       1379 |                             numpy.random._common
import time:      1494 |       1494 |                             secrets
import time:      3450 |       6323 |                           numpy.random.bit_generator
import time:      1155 |       7477 |                         numpy.random._bounded_integers
import time:       676 |        676 |                             numpy.random._pcg64
import time:       681 |        681 |                             numpy.random._mt19937
import time:      2358 |       3714 |                           numpy.random._generator
import time:       679 |        679 |                           numpy.random._philox
import time:       697 |        697 |                           numpy.random._sfc64
import time:      2610 |       2610 |                           numpy.random.mtrand
import time:      1068 |       8766 |                         numpy.random._pickle
import time:      2279 |      18520 |                       numpy.random
import time:       740 |        740 |                       triton
import time:     13458 |     782676 |                     torch._dynamo.utils
import time:      2527 |     785202 |                   torch._dynamo.exc
import time:      1067 |       1067 |                   torch.utils._functools
import time:       849 |        849 |                   torch._dynamo.graph_break_hints
import time:       870 |        870 |                   torch._dynamo.logging
import time:      5140 |       5140 |                             ctypes.util
import time:      1344 |       1344 |                               torch._inductor.custom_graph_pass
import time:     33715 |      35058 |                             torch._inductor.config
import time:      1256 |       1256 |                             torch._inductor.exc
import time:        74 |         74 |                                   _statistics
import time:      1715 |       1789 |                                 statistics
import time:       958 |        958 |                                   torch._inductor.analysis
import time:      1761 |       2718 |                                 torch._inductor.analysis.device_info
import time:       743 |        743 |                                   torch._inductor.runtime
import time:      2195 |       2938 |                                 torch._inductor.runtime.hints
import time:      2073 |       2073 |                                 torch._dynamo.device_interface
import time:      1233 |       1233 |                                 torch.fx.passes.graph_transform_observer
import time:       641 |        641 |                                   torch._inductor.runtime.cache_dir_utils
import time:       907 |       1547 |                                 torch._inductor.runtime.runtime_utils
import time:      7094 |      19389 |                               torch._inductor.utils
import time:      3936 |      23324 |                             torch._inductor.cpu_vec_isa
import time:      2267 |      67043 |                           torch._inductor.cpp_builder
import time:      5816 |       5816 |                           torch._inductor.cudagraph_utils
import time:      1208 |      74066 |                         torch._inductor.standalone_compile
import time:      1171 |      75236 |                       torch._inductor
import time:      1954 |      77190 |                     torch._inductor.test_operators
import time:      3999 |       3999 |                         torch._dynamo.bytecode_analysis
import time:      5349 |       9348 |                       torch._dynamo.bytecode_transformation
import time:      2945 |      12293 |                     torch._dynamo.resume_execution
import time:       684 |        684 |                         torch._dynamo.current_scope_id
import time:       989 |        989 |                           torch.utils._device
import time:     37041 |      37041 |                           torch._dynamo.source
import time:      3029 |       3029 |                             torch._dynamo.types
import time:       993 |        993 |                             torch.fx.experimental._dynamism
import time:      1181 |       1181 |                             torch._dynamo.external_utils
import time:       727 |        727 |                               torch._dynamo.backends
import time:      1170 |       1897 |                             torch._dynamo.backends.registry
import time:       876 |        876 |                             torch._dynamo.code_context
import time:      1326 |       1326 |                             torch._dynamo.hooks
import time:       903 |        903 |                             torch._dynamo.mutation_guard
import time:      4154 |      14356 |                           torch._dynamo.eval_frame
import time:     10103 |      62488 |                         torch._dynamo.guards
import time:       693 |        693 |                                   torch.nn.utils._expanded_weights.expanded_weights_impl
import time:       616 |       1309 |                                 torch.nn.utils._expanded_weights.expanded_weights_utils
import time:       758 |       2066 |                               torch.nn.utils._expanded_weights.conv_utils
import time:      1127 |       3193 |                             torch.nn.utils._expanded_weights.conv_expanded_weights
import time:       770 |        770 |                             torch.nn.utils._expanded_weights.embedding_expanded_weights
import time:       895 |        895 |                             torch.nn.utils._expanded_weights.group_norm_expanded_weights
import time:       941 |        941 |                             torch.nn.utils._expanded_weights.instance_norm_expanded_weights
import time:      1211 |       1211 |                             torch.nn.utils._expanded_weights.layer_norm_expanded_weights
import time:      1460 |       1460 |                             torch.nn.utils._expanded_weights.linear_expanded_weights
import time:      1255 |       9722 |                           torch.nn.utils._expanded_weights
import time:      3338 |       3338 |                           torch._dynamo.replay_record
import time:      4158 |       4158 |                           torch._dynamo.pgo
import time:       686 |        686 |                               torch._dynamo.create_parameter_op
import time:      1008 |       1008 |                               torch._dynamo.variables.constant
import time:      2996 |       2996 |                                 torch._dynamo.polyfills
import time:       858 |        858 |                                         torch.distributed._composable_state
import time:       776 |        776 |                                           torch.distributed.algorithms._checkpoint
import time:      1263 |       2038 |                                         torch.distributed.algorithms._checkpoint.checkpoint_wrapper
import time:      4429 |       4429 |                                         torch.distributed.fsdp.api
import time:      1985 |       9309 |                                       torch.distributed.fsdp._common_utils
import time:       964 |        964 |                                         torch.testing._internal.distributed
import time:      1498 |       2462 |                                       torch.testing._internal.distributed.fake_pg
import time:       708 |        708 |                                                     torch.distributed._shard.common_op_utils
import time:       724 |       1431 |                                                   torch.distributed._shard.op_registry_utils
import time:      1097 |       1097 |                                                       torch.distributed._shard.metadata
import time:      1993 |       1993 |                                                         torch.distributed._shard.sharded_tensor.metadata
import time:      1111 |       1111 |                                                         torch.distributed._shard.sharding_spec._internals
import time:      1882 |       4985 |                                                       torch.distributed._shard.sharding_spec.api
import time:      1130 |       1130 |                                                         torch.distributed._shard._utils
import time:      1558 |       1558 |                                                         torch.distributed._shard.sharded_tensor.shard
